EmployeeId,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
852,28,Yes,Travel_Rarely,2,Medical,Low,Low,0,Research Scientist,Very High,Married,3464,Yes,0,5,Good,3,2,2
853,23,No,Travel_Frequently,9,Marketing,Very High,High,0,Sales Representative,Low,Married,1790,No,1,1,Good,1,0,0
854,53,No,Travel_Rarely,2,Medical,High,High,3,Manager,High,Divorced,14852,No,1,22,Outstanding,17,13,2
855,35,No,Travel_Frequently,18,Life Sciences,High,High,2,Manufacturing Director,Very High,Single,9362,No,0,10,Excellent,2,2,2
856,36,No,Travel_Frequently,3,Medical,Very High,High,0,Laboratory Technician,Medium,Single,2088,No,0,13,Good,8,7,2
857,36,No,Travel_Rarely,8,Technical Degree,High,High,2,Healthcare Representative,High,Divorced,10096,No,3,17,Excellent,17,14,8
858,59,No,Travel_Rarely,2,Life Sciences,High,Medium,3,Manufacturing Director,Very High,Single,13726,Yes,0,30,Excellent,5,3,3
859,33,No,Travel_Rarely,2,Medical,Very High,High,1,Sales Executive,Very High,Divorced,5505,No,2,6,Excellent,6,2,4
860,40,No,Travel_Rarely,2,Life Sciences,High,High,0,Laboratory Technician,Low,Married,3377,No,1,7,Good,4,3,2
861,45,No,Travel_Rarely,5,Medical,High,Low,1,Laboratory Technician,Low,Single,5769,Yes,0,10,Excellent,10,7,4
862,32,No,Travel_Rarely,2,Technical Degree,Very High,High,0,Research Scientist,Low,Single,2439,No,0,4,Excellent,4,2,2
863,49,No,Travel_Rarely,8,Technical Degree,Very High,Medium,3,Sales Executive,Medium,Married,13120,No,1,22,Excellent,9,8,3
864,36,No,Travel_Rarely,6,Life Sciences,Medium,Very High,0,Laboratory Technician,Very High,Married,3038,No,0,5,Excellent,1,0,0
865,23,No,Travel_Rarely,7,Life Sciences,High,High,0,Sales Representative,Very High,Divorced,2275,Yes,1,3,Excellent,3,2,2
866,30,No,Travel_Frequently,2,Technical Degree,Very High,Medium,0,Research Scientist,Low,Single,4968,No,0,10,Excellent,9,7,7
867,53,No,Travel_Rarely,7,Life Sciences,High,Very High,3,Research Director,High,Married,14814,No,0,32,Excellent,5,1,3
868,53,No,Travel_Rarely,8,Marketing,Low,High,3,Sales Executive,Very High,Married,11836,No,1,28,Excellent,2,0,2
869,58,No,Non-Travel,2,Medical,Medium,High,3,Manager,Medium,Divorced,16291,No,1,37,Good,16,9,14
870,44,No,Travel_Rarely,1,Life Sciences,High,High,0,Human Resources,Very High,Divorced,3195,Yes,3,8,Excellent,2,2,2
871,37,No,Travel_Rarely,10,Medical,Medium,High,0,Research Scientist,Medium,Married,3936,No,1,8,Low,8,4,7
872,31,Yes,Travel_Frequently,1,Life Sciences,High,Very High,2,Manufacturing Director,Medium,Single,7446,No,0,10,Excellent,10,8,7
873,34,No,Non-Travel,16,Technical Degree,Very High,Low,0,Research Scientist,Low,Married,2307,Yes,1,5,Excellent,5,2,0
874,29,No,Travel_Rarely,21,Life Sciences,Medium,Very High,2,Manufacturing Director,Low,Divorced,9980,No,1,10,Excellent,10,9,8
875,35,No,Travel_Rarely,1,Life Sciences,High,Low,0,Research Scientist,Very High,Married,2977,No,1,4,Excellent,4,3,1
876,26,Yes,Travel_Frequently,2,Life Sciences,Low,High,0,Research Scientist,Low,Married,2042,Yes,1,6,Excellent,3,2,2
877,20,Yes,Travel_Rarely,2,Medical,High,Medium,0,Sales Representative,High,Single,2044,No,0,2,Good,2,2,2
878,31,No,Travel_Rarely,2,Life Sciences,Medium,High,1,Sales Executive,Very High,Single,6582,Yes,0,10,Outstanding,6,5,5
879,33,No,Travel_Rarely,3,Human Resources,Very High,High,0,Human Resources,Medium,Divorced,2277,Yes,1,7,Outstanding,4,3,3
880,25,No,Travel_Rarely,1,Technical Degree,Low,High,0,Laboratory Technician,Very High,Married,3229,No,1,7,Good,3,2,2
881,34,No,Travel_Rarely,9,Medical,Very High,Medium,2,Healthcare Representative,Medium,Single,8621,No,0,9,Outstanding,8,7,7
882,32,No,Travel_Rarely,19,Life Sciences,Very High,Low,2,Sales Executive,High,Married,9610,No,1,10,Low,4,3,2
883,33,No,Travel_Frequently,1,Life Sciences,Low,High,2,Research Director,Very High,Single,13458,Yes,0,15,Excellent,15,14,12
884,45,No,Travel_Rarely,29,Technical Degree,Medium,High,2,Manufacturing Director,Very High,Married,9380,Yes,2,10,Outstanding,3,1,2
885,40,No,Travel_Frequently,26,Medical,High,Medium,1,Research Scientist,Very High,Married,4422,Yes,1,16,Low,1,1,0
886,31,No,Non-Travel,5,Medical,Medium,High,1,Manufacturing Director,Low,Single,9936,No,0,10,Excellent,9,4,7
887,22,No,Travel_Rarely,11,Medical,Low,High,0,Research Scientist,Medium,Married,2244,No,1,2,Excellent,2,1,2
888,38,Yes,Travel_Rarely,29,Medical,Medium,High,1,Healthcare Representative,Low,Married,6673,Yes,0,17,Excellent,1,0,0
889,35,No,Travel_Rarely,9,Medical,Medium,High,1,Research Scientist,High,Single,5098,No,0,10,Excellent,10,7,8
890,43,No,Travel_Rarely,6,Other,Medium,Medium,3,Research Director,Very High,Divorced,16627,Yes,1,21,Good,1,0,0
891,29,No,Travel_Rarely,9,Life Sciences,High,Very High,0,Research Scientist,High,Married,2451,No,2,5,Good,1,0,0
892,48,No,Travel_Rarely,29,Medical,Low,High,2,Manager,High,Married,12504,No,1,15,Low,0,0,0
893,18,No,Non-Travel,5,Life Sciences,Medium,High,0,Research Scientist,Very High,Single,1051,No,0,0,Excellent,0,0,0
894,36,No,Travel_Rarely,3,Life Sciences,Very High,Very High,1,Healthcare Representative,Low,Divorced,6842,No,1,13,Excellent,5,4,4
895,35,No,Travel_Rarely,5,Technical Degree,High,High,2,Manufacturing Director,Medium,Single,8095,No,0,17,Excellent,16,6,13
896,28,No,Travel_Frequently,2,Life Sciences,Very High,Medium,0,Laboratory Technician,Very High,Married,3867,Yes,1,2,Excellent,2,2,2
897,23,No,Travel_Rarely,4,Medical,High,High,0,Laboratory Technician,Medium,Single,3295,No,0,3,Low,3,2,2
898,29,No,Travel_Rarely,7,Life Sciences,Very High,High,0,Laboratory Technician,Low,Single,2062,No,0,11,Excellent,3,2,2
899,48,No,Travel_Rarely,1,Life Sciences,Very High,Medium,3,Manager,Low,Married,15402,No,1,21,Low,3,2,2
900,29,No,Travel_Rarely,13,Human Resources,Low,Medium,0,Human Resources,Low,Divorced,2335,Yes,3,4,Excellent,2,2,0
901,40,No,Travel_Rarely,4,Medical,Very High,High,4,Manager,High,Married,19033,No,1,21,Excellent,20,8,9
902,35,No,Travel_Rarely,16,Other,Very High,Medium,1,Manufacturing Director,Medium,Married,4788,Yes,0,4,Excellent,3,2,2
903,26,No,Travel_Rarely,17,Medical,Very High,Low,0,Laboratory Technician,High,Married,2305,No,3,3,Outstanding,3,2,2
904,54,No,Travel_Rarely,22,Medical,Medium,High,3,Manager,High,Married,17426,No,1,36,Excellent,10,8,7
905,25,No,Travel_Rarely,3,Other,High,High,1,Sales Executive,Low,Married,4194,Yes,0,5,Excellent,5,3,3
906,29,Yes,Travel_Rarely,7,Technical Degree,Medium,High,0,Laboratory Technician,High,Divorced,3339,Yes,2,10,Excellent,7,7,7
907,55,No,Travel_Frequently,2,Life Sciences,Very High,High,2,Manufacturing Director,Medium,Married,10976,No,1,23,Excellent,3,2,2
908,35,No,Travel_Rarely,27,Life Sciences,High,High,1,Sales Executive,Very High,Single,5813,Yes,0,10,Excellent,10,7,7
909,31,No,Travel_Rarely,9,Life Sciences,High,High,2,Manufacturing Director,Medium,Divorced,10648,No,1,13,Outstanding,13,8,8
910,40,No,Travel_Rarely,2,Marketing,Medium,High,1,Sales Executive,Medium,Married,5677,No,1,15,Excellent,11,8,10
911,38,No,Travel_Rarely,1,Life Sciences,Low,Medium,0,Sales Representative,Low,Single,2858,No,0,20,Good,1,0,0
912,36,No,Travel_Rarely,6,Medical,Medium,High,1,Manufacturing Director,Medium,Divorced,4941,No,2,7,Excellent,3,2,1
913,36,No,Travel_Frequently,4,Life Sciences,Very High,High,1,Manufacturing Director,Medium,Divorced,5131,No,3,18,Excellent,4,2,2
914,38,No,Travel_Rarely,2,Life Sciences,Medium,High,1,Sales Executive,Low,Divorced,6893,No,1,11,Excellent,7,7,7
915,56,No,Travel_Rarely,8,Life Sciences,High,High,0,Research Scientist,Low,Divorced,4257,Yes,1,19,Excellent,2,2,2
916,59,No,Travel_Frequently,1,Life Sciences,Low,Medium,1,Sales Executive,High,Single,5473,No,0,20,Good,4,3,3
917,33,No,Travel_Rarely,28,Life Sciences,Medium,High,1,Laboratory Technician,High,Married,5207,Yes,1,15,Excellent,15,14,7
918,27,No,Travel_Rarely,5,Life Sciences,High,High,0,Research Scientist,Medium,Single,2478,Yes,0,4,Good,4,3,2
919,35,No,Travel_Rarely,3,Life Sciences,Very High,High,2,Sales Executive,Very High,Divorced,7823,No,1,12,Excellent,10,9,8
920,28,No,Travel_Frequently,7,Life Sciences,High,High,1,Sales Executive,Low,Single,4898,No,0,5,Excellent,4,2,3
921,29,No,Travel_Rarely,1,Technical Degree,Low,Medium,0,Research Scientist,Low,Single,2362,No,0,11,Low,9,7,7
922,34,No,Travel_Rarely,10,Life Sciences,Medium,High,0,Laboratory Technician,Medium,Divorced,2008,No,2,1,Excellent,1,0,0
923,42,No,Travel_Rarely,9,Other,Very High,Medium,4,Manager,Very High,Single,19613,No,0,24,Excellent,1,0,1
924,42,No,Travel_Rarely,17,Life Sciences,Very High,Very High,1,Research Scientist,Low,Single,6545,Yes,0,10,Excellent,3,2,2
925,46,No,Travel_Rarely,2,Life Sciences,Very High,High,2,Manufacturing Director,Very High,Divorced,8578,No,1,12,Good,9,8,7
926,34,No,Travel_Rarely,6,Life Sciences,High,Medium,1,Research Scientist,Medium,Divorced,4505,No,1,12,Excellent,1,0,0
927,41,No,Travel_Rarely,1,Marketing,Medium,Very High,2,Sales Executive,Low,Married,8392,No,1,10,Excellent,10,7,7
928,26,Yes,Travel_Frequently,17,Life Sciences,Medium,High,0,Human Resources,High,Divorced,2741,Yes,1,8,Good,7,7,0
929,31,No,Non-Travel,3,Medical,High,High,0,Research Scientist,Low,Divorced,3065,Yes,1,4,Outstanding,4,2,3
930,21,No,Travel_Rarely,7,Marketing,Medium,High,0,Sales Representative,Medium,Single,2679,No,0,1,Excellent,1,0,0
931,31,Yes,Travel_Frequently,15,Medical,High,High,0,Laboratory Technician,High,Married,2610,No,1,2,Good,2,2,2
932,19,Yes,Travel_Rarely,2,Technical Degree,Low,Medium,0,Human Resources,Very High,Single,2564,No,0,1,Outstanding,1,0,0
933,32,No,Travel_Rarely,8,Medical,High,Very High,1,Research Scientist,High,Married,5175,No,1,9,Good,5,3,3
934,50,No,Non-Travel,1,Life Sciences,Very High,High,1,Sales Executive,High,Married,6347,No,1,19,Excellent,18,7,13
935,36,No,Non-Travel,18,Life Sciences,Low,High,1,Manufacturing Director,Very High,Single,7779,No,0,18,Excellent,11,9,9
936,44,No,Travel_Rarely,5,Marketing,Medium,High,4,Manager,Medium,Married,18213,No,1,26,Excellent,22,9,10
937,25,No,Travel_Rarely,8,Life Sciences,Very High,Very High,1,Sales Executive,Medium,Married,4851,No,1,4,Excellent,3,2,2
938,33,No,Travel_Rarely,13,Life Sciences,Medium,High,0,Research Scientist,Very High,Single,3452,No,0,5,Excellent,3,2,2
939,27,No,Travel_Rarely,14,Life Sciences,Low,High,0,Research Scientist,Low,Married,2235,Yes,2,9,Good,9,7,8
940,29,No,Travel_Rarely,8,Medical,Medium,Medium,1,Manufacturing Director,Very High,Married,5056,Yes,1,10,Good,10,7,2
941,50,No,Travel_Rarely,1,Medical,High,Medium,0,Laboratory Technician,High,Married,3690,No,1,5,Good,3,2,2
942,25,No,Travel_Rarely,1,Medical,Very High,High,0,Research Scientist,Medium,Single,2096,No,0,2,Good,2,2,1
943,35,No,Travel_Rarely,8,Technical Degree,High,High,0,Human Resources,High,Single,4323,No,0,6,Low,5,4,4
944,40,No,Travel_Rarely,14,Life Sciences,Very High,High,1,Sales Executive,Low,Married,4639,No,1,5,Excellent,5,4,2
945,33,Yes,Travel_Rarely,5,Marketing,Very High,High,0,Sales Representative,High,Single,2851,Yes,0,1,Excellent,1,0,0
946,31,No,Travel_Rarely,5,Life Sciences,Low,High,1,Sales Executive,Very High,Married,5476,No,2,10,Excellent,10,0,2
947,57,No,Travel_Rarely,29,Marketing,Low,Medium,3,Manager,Very High,Divorced,14118,No,1,32,Good,1,0,0
948,39,Yes,Travel_Rarely,5,Technical Degree,Very High,High,1,Sales Representative,Very High,Married,2086,No,1,19,Outstanding,1,0,0
949,24,No,Travel_Frequently,9,Medical,Medium,High,0,Laboratory Technician,Low,Single,3172,Yes,0,4,Good,0,0,0
950,33,No,Travel_Rarely,8,Life Sciences,Very High,Very High,0,Research Scientist,Low,Married,3143,No,1,14,Excellent,10,8,6
951,20,Yes,Travel_Frequently,9,Marketing,Very High,High,0,Sales Representative,Very High,Single,2323,Yes,0,2,Excellent,2,2,2
952,58,No,Non-Travel,1,Life Sciences,Very High,Low,1,Healthcare Representative,High,Divorced,5660,Yes,1,12,Excellent,5,3,2
953,28,No,Travel_Rarely,3,Medical,Medium,High,0,Sales Representative,Medium,Married,2856,No,1,1,Excellent,1,0,0
954,38,No,Travel_Rarely,10,Medical,Medium,Low,2,Research Director,High,Married,13206,No,1,20,Excellent,18,16,11
955,51,No,Travel_Rarely,2,Medical,Very High,Low,1,Manufacturing Director,Medium,Divorced,5482,No,1,13,Excellent,4,1,2
956,33,No,Travel_Rarely,1,Medical,Low,Very High,3,Research Director,High,Divorced,16184,No,1,10,Excellent,6,1,5
957,29,No,Travel_Rarely,5,Medical,Low,Medium,1,Sales Executive,Medium,Divorced,4187,Yes,1,10,Good,10,0,9
958,30,No,Travel_Rarely,16,Life Sciences,Medium,High,0,Research Scientist,Very High,Married,2862,No,1,10,Good,10,0,8
959,38,No,Travel_Rarely,2,Marketing,Very High,High,2,Sales Executive,Medium,Single,7351,No,0,10,Excellent,1,0,0
960,39,No,Travel_Frequently,20,Life Sciences,High,High,1,Sales Executive,Very High,Divorced,4127,No,1,7,Excellent,2,1,2
961,37,No,Non-Travel,1,Medical,Low,High,2,Research Director,Very High,Divorced,13603,Yes,2,15,Excellent,5,2,2
962,37,No,Travel_Rarely,19,Life Sciences,Medium,High,0,Research Scientist,Medium,Married,3022,No,0,8,Excellent,1,0,0
963,33,Yes,Travel_Rarely,2,Life Sciences,Low,High,0,Laboratory Technician,Low,Married,2707,No,0,13,Outstanding,9,7,7
964,39,No,Travel_Rarely,18,Life Sciences,Low,High,1,Manufacturing Director,High,Single,4534,No,0,9,Excellent,8,7,7
965,22,Yes,Travel_Frequently,4,Technical Degree,High,Medium,0,Laboratory Technician,High,Single,3894,No,0,4,Excellent,2,2,2
966,30,No,Travel_Frequently,8,Human Resources,High,Medium,0,Human Resources,Very High,Divorced,2180,No,1,6,Good,4,2,2
967,28,No,Travel_Frequently,1,Life Sciences,High,Medium,1,Sales Executive,Very High,Married,6834,Yes,1,7,Excellent,7,7,7
968,52,No,Travel_Rarely,11,Life Sciences,Very High,High,1,Laboratory Technician,High,Married,3149,No,1,9,Excellent,5,2,4
969,40,No,Travel_Rarely,20,Technical Degree,Low,High,2,Healthcare Representative,Very High,Married,10322,No,1,14,Excellent,11,10,1
970,24,No,Travel_Rarely,9,Medical,High,Very High,0,Research Scientist,High,Married,4401,No,1,5,Excellent,5,3,4
971,35,No,Travel_Rarely,18,Medical,High,High,1,Sales Executive,High,Married,4601,No,0,5,Excellent,5,2,0
972,47,No,Travel_Rarely,2,Life Sciences,Very High,Medium,0,Sales Representative,Very High,Single,3294,Yes,0,3,Good,3,2,2
973,54,No,Non-Travel,26,Human Resources,Very High,Very High,3,Manager,Very High,Single,17328,Yes,0,23,Excellent,5,3,4
974,36,No,Travel_Rarely,2,Life Sciences,High,High,0,Sales Representative,Very High,Single,2644,Yes,0,7,Good,3,2,2
975,40,No,Travel_Frequently,11,Technical Degree,Very High,High,1,Laboratory Technician,High,Married,6323,No,1,10,Outstanding,10,9,4
976,32,Yes,Travel_Rarely,25,Life Sciences,Low,High,0,Laboratory Technician,Very High,Single,2795,Yes,0,1,Low,1,0,1
977,29,No,Non-Travel,1,Technical Degree,Very High,High,1,Manufacturing Director,High,Married,4319,No,1,10,Excellent,10,7,9
978,34,No,Travel_Rarely,8,Technical Degree,Medium,Very High,1,Sales Executive,High,Married,6799,No,2,10,Excellent,10,8,8
979,28,No,Travel_Rarely,1,Technical Degree,Very High,High,0,Research Scientist,Low,Single,2080,No,0,5,Good,3,2,2
980,37,No,Travel_Rarely,8,Other,High,High,1,Human Resources,Medium,Divorced,4071,No,0,19,Good,10,0,7
981,36,No,Travel_Rarely,2,Medical,High,High,0,Laboratory Technician,High,Single,2519,No,0,16,Excellent,11,8,9
982,20,No,Travel_Rarely,2,Medical,High,High,0,Sales Representative,High,Single,2783,No,0,2,Excellent,2,2,2
983,34,No,Travel_Frequently,11,Life Sciences,High,Medium,1,Human Resources,Medium,Married,4490,No,2,14,Outstanding,10,9,8
984,43,No,Travel_Rarely,6,Medical,Low,Medium,4,Manager,High,Married,19392,No,0,21,Excellent,16,12,14
985,39,No,Travel_Frequently,7,Medical,High,Medium,4,Manager,Very High,Married,19272,No,1,21,Excellent,21,9,3
986,32,No,Non-Travel,15,Medical,High,High,1,Healthcare Representative,Very High,Divorced,6667,No,1,9,Excellent,5,1,2
987,56,Yes,Travel_Rarely,14,Life Sciences,Medium,High,0,Research Scientist,Medium,Married,4963,Yes,3,7,Excellent,5,4,3
988,44,No,Travel_Rarely,2,Life Sciences,Low,Very High,0,Research Scientist,Very High,Married,2011,No,1,10,Excellent,10,5,7
989,49,No,Travel_Rarely,8,Other,Low,High,2,Laboratory Technician,Medium,Married,7403,No,1,29,Good,26,9,7
990,42,Yes,Travel_Frequently,19,Medical,High,Very High,0,Research Scientist,High,Divorced,2759,Yes,0,7,Excellent,2,2,2
991,30,No,Travel_Rarely,29,Life Sciences,High,High,1,Sales Executive,Low,Divorced,4115,No,3,8,Excellent,4,3,3
992,36,No,Travel_Rarely,10,Technical Degree,Medium,Medium,1,Sales Executive,High,Married,5673,Yes,1,10,Excellent,10,9,7
993,40,No,Non-Travel,8,Medical,Very High,Medium,2,Research Director,Medium,Divorced,13757,No,1,16,Excellent,9,8,8
994,29,No,Travel_Rarely,29,Life Sciences,Very High,Low,1,Healthcare Representative,High,Divorced,6384,No,2,11,Excellent,7,0,6
995,44,No,Non-Travel,24,Medical,Low,Low,0,Laboratory Technician,High,Single,3708,No,0,9,Excellent,5,2,4
996,52,No,Travel_Frequently,25,Medical,High,Medium,3,Manufacturing Director,Very High,Married,13826,No,0,31,Excellent,9,8,0
997,54,No,Travel_Rarely,1,Medical,Very High,High,3,Research Director,Very High,Single,17328,No,0,29,Good,20,7,7
998,25,Yes,Travel_Rarely,4,Technical Degree,Very High,High,0,Laboratory Technician,Very High,Married,3691,Yes,1,7,Outstanding,7,7,6
999,35,No,Non-Travel,2,Life Sciences,Very High,High,1,Healthcare Representative,Low,Divorced,5093,No,1,16,Outstanding,1,0,0
1000,27,No,Travel_Rarely,19,Other,Very High,Medium,0,Laboratory Technician,Low,Divorced,4066,No,2,7,Excellent,7,7,7
1001,55,No,Travel_Rarely,26,Human Resources,High,Very High,4,Manager,Medium,Married,19636,Yes,1,35,Excellent,10,9,4
1002,29,No,Travel_Rarely,27,Medical,Medium,High,1,Healthcare Representative,High,Married,4335,No,1,11,Good,8,7,1
1003,22,No,Travel_Rarely,15,Medical,Medium,High,0,Laboratory Technician,Very High,Single,2871,No,0,1,Excellent,0,0,0
1004,38,No,Travel_Rarely,10,Medical,High,High,1,Healthcare Representative,High,Married,9824,No,1,18,Excellent,1,0,0
1005,33,No,Travel_Rarely,1,Medical,Low,Very High,1,Sales Executive,Low,Divorced,4037,No,1,9,Excellent,9,8,8
1006,25,Yes,Travel_Frequently,24,Life Sciences,High,Low,0,Sales Representative,Very High,Single,1118,Yes,0,1,Excellent,1,0,0
1007,31,No,Travel_Rarely,7,Medical,Medium,High,1,Manufacturing Director,Low,Married,4306,No,1,13,Low,13,10,12
1008,33,No,Travel_Rarely,8,Life Sciences,Low,High,1,Sales Executive,Low,Married,6392,No,1,8,Low,2,2,2
1009,20,No,Travel_Rarely,9,Life Sciences,Very High,High,0,Sales Representative,Low,Single,2728,No,0,2,Excellent,2,2,2
1010,29,No,Travel_Rarely,3,Medical,Medium,High,1,Sales Executive,High,Married,5561,No,1,6,Good,6,0,2
1011,29,No,Travel_Frequently,20,Technical Degree,High,High,0,Sales Representative,Very High,Married,2157,No,1,3,Excellent,3,1,2
1012,38,No,Travel_Frequently,10,Human Resources,High,High,1,Human Resources,High,Married,6077,No,0,10,Excellent,6,3,2
1013,54,No,Travel_Frequently,20,Life Sciences,Very High,High,1,Research Scientist,High,Single,4869,No,0,20,Good,4,3,3
1014,54,No,Travel_Rarely,19,Medical,Very High,High,1,Manufacturing Director,Low,Divorced,5485,Yes,2,9,Excellent,5,3,4
1015,31,Yes,Non-Travel,9,Medical,High,Medium,0,Research Scientist,Low,Single,2321,Yes,0,4,Excellent,3,2,2
1016,53,No,Non-Travel,1,Medical,Low,Medium,3,Manufacturing Director,High,Married,12965,Yes,3,27,Good,3,2,2
1017,47,No,Travel_Rarely,1,Technical Degree,Low,High,0,Research Scientist,Very High,Married,3420,No,1,17,Good,6,5,2
1018,36,No,Travel_Rarely,27,Medical,High,High,1,Healthcare Representative,High,Married,5237,No,2,17,Good,7,7,7
1019,41,No,Travel_Rarely,5,Medical,Medium,Very High,0,Research Scientist,High,Married,2127,Yes,0,7,Good,4,2,3
1020,29,Yes,Travel_Frequently,13,Technical Degree,Low,High,1,Sales Executive,Medium,Single,5765,No,0,7,Low,5,3,0
1021,18,Yes,Travel_Frequently,5,Marketing,Medium,High,0,Sales Representative,Medium,Single,1878,Yes,0,0,Excellent,0,0,0
1022,32,No,Travel_Rarely,2,Medical,Low,Very High,1,Research Scientist,Very High,Single,5055,No,0,10,Good,7,7,7
1023,33,No,Travel_Rarely,10,Marketing,Medium,High,1,Sales Executive,High,Single,5487,No,0,10,Good,10,4,9
1024,42,No,Travel_Rarely,6,Medical,High,High,2,Research Director,Low,Married,13348,No,1,18,Outstanding,13,7,7
1025,30,No,Travel_Rarely,15,Marketing,High,Medium,2,Sales Executive,Low,Divorced,7140,No,1,12,Excellent,7,7,7
1026,54,No,Travel_Frequently,11,Medical,Medium,High,3,Manager,Very High,Divorced,16032,No,1,26,Excellent,14,9,12
1027,49,No,Travel_Frequently,2,Life Sciences,Medium,High,4,Research Director,Very High,Married,19161,No,0,28,Excellent,5,4,3
1028,42,No,Travel_Rarely,4,Technical Degree,High,High,4,Manager,Very High,Married,19232,No,0,22,Excellent,22,17,15
1029,58,No,Travel_Rarely,10,Medical,Very High,High,3,Sales Executive,High,Single,13872,No,0,38,Good,37,10,8
1030,37,No,Travel_Rarely,5,Medical,Very High,High,1,Manufacturing Director,Very High,Divorced,6347,No,2,8,Good,6,2,4
1031,39,No,Travel_Frequently,22,Medical,Very High,High,2,Manufacturing Director,Low,Single,10880,Yes,0,21,Excellent,21,6,8
1032,26,No,Travel_Rarely,3,Life Sciences,Low,High,0,Research Scientist,Very High,Married,2061,No,0,1,Excellent,1,0,0
1033,24,No,Travel_Frequently,10,Medical,Low,High,0,Human Resources,Very High,Married,2145,No,1,3,Excellent,2,2,1
1034,34,No,Travel_Rarely,13,Medical,Very High,High,2,Sales Executive,High,Divorced,8628,No,1,9,Good,8,7,1
1035,31,No,Travel_Rarely,7,Marketing,Very High,High,1,Sales Executive,Very High,Divorced,7547,No,3,13,Excellent,7,7,7
1036,45,No,Travel_Rarely,4,Life Sciences,High,High,1,Sales Executive,Low,Divorced,5006,Yes,1,9,Outstanding,5,4,3
1037,26,No,Travel_Rarely,25,Life Sciences,High,High,0,Human Resources,High,Married,2942,No,1,8,Excellent,8,7,7
1038,28,Yes,Travel_Rarely,5,Technical Degree,High,High,0,Laboratory Technician,High,Single,3441,Yes,0,2,Good,2,2,2
1039,35,No,Travel_Rarely,1,Medical,Low,High,1,Sales Executive,High,Single,4859,No,0,5,Excellent,5,4,3
1040,30,No,Non-Travel,3,Life Sciences,High,High,0,Laboratory Technician,Very High,Married,2097,No,1,9,Low,5,3,4
1041,34,No,Travel_Frequently,2,Life Sciences,Very High,High,1,Manufacturing Director,High,Single,4033,No,0,5,Good,3,2,2
1042,40,No,Travel_Rarely,1,Life Sciences,Low,High,3,Manager,Low,Divorced,16823,No,1,22,Excellent,19,7,16
1043,27,No,Travel_Rarely,2,Technical Degree,Medium,High,0,Research Scientist,Medium,Married,2226,No,1,6,Good,5,3,2
1044,39,No,Travel_Rarely,6,Medical,Very High,Medium,2,Healthcare Representative,Low,Married,9991,No,1,9,Excellent,7,7,7
1045,43,No,Travel_Rarely,25,Medical,High,Medium,2,Sales Executive,Very High,Divorced,10798,No,1,18,Excellent,1,0,0
1046,35,No,Travel_Rarely,9,Life Sciences,High,Medium,1,Healthcare Representative,Medium,Single,6540,No,0,10,Excellent,1,1,0
1047,35,No,Travel_Rarely,17,Life Sciences,High,High,1,Sales Executive,Low,Married,8966,Yes,3,15,Excellent,7,7,7
1048,47,No,Travel_Rarely,25,Medical,Low,High,2,Healthcare Representative,High,Single,8633,No,0,25,Excellent,17,14,11
1049,54,No,Travel_Rarely,8,Life Sciences,High,High,1,Laboratory Technician,High,Single,3780,No,0,19,Excellent,1,0,0
1050,35,No,Travel_Rarely,15,Medical,Low,Low,1,Sales Executive,Very High,Divorced,5440,Yes,2,7,Good,2,2,2
1051,35,No,Travel_Rarely,18,Medical,Medium,High,1,Sales Executive,Low,Married,5561,No,1,6,Low,5,3,4
1052,20,No,Travel_Rarely,21,Marketing,High,Very High,0,Sales Representative,Very High,Single,2678,No,0,2,Excellent,2,1,2
1053,33,Yes,Travel_Rarely,1,Other,Very High,High,0,Research Scientist,Very High,Single,2686,Yes,0,10,Good,10,9,8
1054,36,No,Travel_Frequently,6,Life Sciences,Low,Very High,1,Laboratory Technician,Low,Married,5562,Yes,1,9,Excellent,3,2,2
1055,41,No,Travel_Frequently,9,Medical,Low,High,4,Research Director,High,Divorced,19419,No,1,21,Outstanding,18,16,11
1056,56,No,Travel_Rarely,8,Life Sciences,Very High,High,4,Manager,Medium,Single,19717,No,0,36,Excellent,7,3,7
1057,36,No,Travel_Rarely,26,Life Sciences,Low,High,1,Healthcare Representative,High,Married,5347,No,2,10,Good,3,2,2
1058,27,No,Travel_Rarely,2,Life Sciences,Very High,High,1,Sales Executive,High,Single,4478,Yes,0,5,Excellent,5,4,4
1059,44,No,Travel_Rarely,29,Other,Very High,High,1,Research Scientist,Very High,Single,4541,No,0,20,Excellent,20,11,17
1060,30,No,Travel_Rarely,1,Life Sciences,Medium,Medium,1,Sales Executive,Low,Married,9714,No,1,10,Excellent,10,8,7
1061,22,No,Travel_Rarely,7,Life Sciences,Very High,High,0,Research Scientist,Medium,Single,2472,Yes,0,1,Excellent,1,0,0
1062,34,No,Travel_Rarely,20,Technical Degree,High,Very High,0,Research Scientist,High,Married,2585,No,0,2,Good,1,0,0
1063,34,No,Travel_Rarely,3,Human Resources,High,High,0,Human Resources,Very High,Married,3737,No,1,4,Low,3,2,2
1064,45,No,Non-Travel,26,Marketing,Low,Medium,1,Sales Executive,Low,Married,4385,No,1,10,Excellent,10,7,5
